"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"FRA","CPI","TOT","IDX2015","A","1997",77.68584,
"FRA","CPI","TOT","IDX2015","A","1998",78.19167,
"FRA","CPI","TOT","IDX2015","A","1999",78.61166,
"FRA","CPI","TOT","IDX2015","A","2000",79.92917,
"FRA","CPI","TOT","IDX2015","A","2001",81.23583,
"FRA","CPI","TOT","IDX2015","A","2002",82.79833,
"FRA","CPI","TOT","IDX2015","A","2003",84.53584,
"FRA","CPI","TOT","IDX2015","A","2004",86.34666,
"FRA","CPI","TOT","IDX2015","A","2005",87.85416,
"FRA","CPI","TOT","IDX2015","A","2006",89.32584,
"FRA","CPI","TOT","IDX2015","A","2007",90.655,
"FRA","CPI","TOT","IDX2015","A","2008",93.205,
"FRA","CPI","TOT","IDX2015","A","2009",93.28667,
"FRA","CPI","TOT","IDX2015","A","2010",94.715,
"FRA","CPI","TOT","IDX2015","A","2011",96.715,
"FRA","CPI","TOT","IDX2015","A","2012",98.605,
"FRA","CPI","TOT","IDX2015","A","2013",99.45667,
"FRA","CPI","TOT","IDX2015","A","2014",99.96167,
"FRA","CPI","TOT","IDX2015","A","2015",99.99917,
"FRA","CPI","TOT","IDX2015","A","2016",100.1825,
"FRA","CPI","TOT","IDX2015","A","2017",101.2167,
"DEU","CPI","TOT","IDX2015","A","1993",72.08233,
"DEU","CPI","TOT","IDX2015","A","1994",74.02354,
"DEU","CPI","TOT","IDX2015","A","1995",75.28651,
"DEU","CPI","TOT","IDX2015","A","1996",76.37795,
"DEU","CPI","TOT","IDX2015","A","1997",77.8592,
"DEU","CPI","TOT","IDX2015","A","1998",78.56864,
"DEU","CPI","TOT","IDX2015","A","1999",79.02861,
"DEU","CPI","TOT","IDX2015","A","2000",80.16683,
"DEU","CPI","TOT","IDX2015","A","2001",81.75723,
"DEU","CPI","TOT","IDX2015","A","2002",82.91885,
"DEU","CPI","TOT","IDX2015","A","2003",83.77641,
"DEU","CPI","TOT","IDX2015","A","2004",85.17191,
"DEU","CPI","TOT","IDX2015","A","2005",86.48943,
"DEU","CPI","TOT","IDX2015","A","2006",87.85374,
"DEU","CPI","TOT","IDX2015","A","2007",89.87292,
"DEU","CPI","TOT","IDX2015","A","2008",92.23513,
"DEU","CPI","TOT","IDX2015","A","2009",92.52358,
"DEU","CPI","TOT","IDX2015","A","2010",93.54487,
"DEU","CPI","TOT","IDX2015","A","2011",95.48608,
"DEU","CPI","TOT","IDX2015","A","2012",97.40392,
"DEU","CPI","TOT","IDX2015","A","2013",98.86958,
"DEU","CPI","TOT","IDX2015","A","2014",99.76612,
"DEU","CPI","TOT","IDX2015","A","2015",100,
"DEU","CPI","TOT","IDX2015","A","2016",100.4834,
"DEU","CPI","TOT","IDX2015","A","2017",102.2297,
"GRC","CPI","TOT","IDX2015","A","1993",46.8391,
"GRC","CPI","TOT","IDX2015","A","1994",51.93242,
"GRC","CPI","TOT","IDX2015","A","1995",56.57233,
"GRC","CPI","TOT","IDX2015","A","1996",61.20818,
"GRC","CPI","TOT","IDX2015","A","1997",64.59666,
"GRC","CPI","TOT","IDX2015","A","1998",67.67548,
"GRC","CPI","TOT","IDX2015","A","1999",69.45984,
"GRC","CPI","TOT","IDX2015","A","2000",71.64864,
"GRC","CPI","TOT","IDX2015","A","2001",74.06605,
"GRC","CPI","TOT","IDX2015","A","2002",76.75417,
"GRC","CPI","TOT","IDX2015","A","2003",79.4641,
"GRC","CPI","TOT","IDX2015","A","2004",81.76764,
"GRC","CPI","TOT","IDX2015","A","2005",84.66636,
"GRC","CPI","TOT","IDX2015","A","2006",87.37225,
"GRC","CPI","TOT","IDX2015","A","2007",89.90168,
"GRC","CPI","TOT","IDX2015","A","2008",93.63511,
"GRC","CPI","TOT","IDX2015","A","2009",94.76817,
"GRC","CPI","TOT","IDX2015","A","2010",99.23457,
"GRC","CPI","TOT","IDX2015","A","2011",102.539,
"GRC","CPI","TOT","IDX2015","A","2012",104.0786,
"GRC","CPI","TOT","IDX2015","A","2013",103.1188,
"GRC","CPI","TOT","IDX2015","A","2014",101.7667,
"GRC","CPI","TOT","IDX2015","A","2015",100,
"GRC","CPI","TOT","IDX2015","A","2016",99.17434,
"GRC","CPI","TOT","IDX2015","A","2017",100.2863,
"HUN","CPI","TOT","IDX2015","A","1993",16.91684,
"HUN","CPI","TOT","IDX2015","A","1994",20.10872,
"HUN","CPI","TOT","IDX2015","A","1995",25.80059,
"HUN","CPI","TOT","IDX2015","A","1996",31.85574,
"HUN","CPI","TOT","IDX2015","A","1997",37.68695,
"HUN","CPI","TOT","IDX2015","A","1998",43.02109,
"HUN","CPI","TOT","IDX2015","A","1999",47.32222,
"HUN","CPI","TOT","IDX2015","A","2000",51.96151,
"HUN","CPI","TOT","IDX2015","A","2001",56.69874,
"HUN","CPI","TOT","IDX2015","A","2002",59.68419,
"HUN","CPI","TOT","IDX2015","A","2003",62.46608,
"HUN","CPI","TOT","IDX2015","A","2004",66.679,
"HUN","CPI","TOT","IDX2015","A","2005",69.05379,
"HUN","CPI","TOT","IDX2015","A","2006",71.76783,
"HUN","CPI","TOT","IDX2015","A","2007",77.47964,
"HUN","CPI","TOT","IDX2015","A","2008",82.16136,
"HUN","CPI","TOT","IDX2015","A","2009",85.62177,
"HUN","CPI","TOT","IDX2015","A","2010",89.77917,
"HUN","CPI","TOT","IDX2015","A","2011",93.30743,
"HUN","CPI","TOT","IDX2015","A","2012",98.5813,
"HUN","CPI","TOT","IDX2015","A","2013",100.2899,
"HUN","CPI","TOT","IDX2015","A","2014",100.0617,
"HUN","CPI","TOT","IDX2015","A","2015",100,
"HUN","CPI","TOT","IDX2015","A","2016",100.3948,
"HUN","CPI","TOT","IDX2015","A","2017",102.7523,
"ISL","CPI","TOT","IDX2015","A","1993",39.16348,
"ISL","CPI","TOT","IDX2015","A","1994",39.77155,
"ISL","CPI","TOT","IDX2015","A","1995",40.42827,
"ISL","CPI","TOT","IDX2015","A","1996",41.34212,
"ISL","CPI","TOT","IDX2015","A","1997",42.09266,
"ISL","CPI","TOT","IDX2015","A","1998",42.79108,
"ISL","CPI","TOT","IDX2015","A","1999",44.17401,
"ISL","CPI","TOT","IDX2015","A","2000",46.443,
"ISL","CPI","TOT","IDX2015","A","2001",49.41771,
"ISL","CPI","TOT","IDX2015","A","2002",51.98596,
"ISL","CPI","TOT","IDX2015","A","2003",53.05462,
"ISL","CPI","TOT","IDX2015","A","2004",54.73019,
"ISL","CPI","TOT","IDX2015","A","2005",56.9123,
"ISL","CPI","TOT","IDX2015","A","2006",60.71807,
"ISL","CPI","TOT","IDX2015","A","2007",63.78529,
"ISL","CPI","TOT","IDX2015","A","2008",71.88245,
"ISL","CPI","TOT","IDX2015","A","2009",80.51058,
"ISL","CPI","TOT","IDX2015","A","2010",84.85552,
"ISL","CPI","TOT","IDX2015","A","2011",88.25061,
"ISL","CPI","TOT","IDX2015","A","2012",92.8272,
"ISL","CPI","TOT","IDX2015","A","2013",96.42172,
"ISL","CPI","TOT","IDX2015","A","2014",98.39318,
"ISL","CPI","TOT","IDX2015","A","2015",100,
"ISL","CPI","TOT","IDX2015","A","2016",101.6969,
"ISL","CPI","TOT","IDX2015","A","2017",103.4872,
"IRL","CPI","TOT","IDX2015","A","1993",62.834,
"IRL","CPI","TOT","IDX2015","A","1994",64.28496,
"IRL","CPI","TOT","IDX2015","A","1995",65.90807,
"IRL","CPI","TOT","IDX2015","A","1996",67.06392,
"IRL","CPI","TOT","IDX2015","A","1997",68.08705,
"IRL","CPI","TOT","IDX2015","A","1998",69.7317,
"IRL","CPI","TOT","IDX2015","A","1999",70.86967,
"IRL","CPI","TOT","IDX2015","A","2000",74.83179,
"IRL","CPI","TOT","IDX2015","A","2001",78.47828,
"IRL","CPI","TOT","IDX2015","A","2002",82.09985,
"IRL","CPI","TOT","IDX2015","A","2003",84.96553,
"IRL","CPI","TOT","IDX2015","A","2004",86.83446,
"IRL","CPI","TOT","IDX2015","A","2005",88.94427,
"IRL","CPI","TOT","IDX2015","A","2006",92.44123,
"IRL","CPI","TOT","IDX2015","A","2007",96.96819,
"IRL","CPI","TOT","IDX2015","A","2008",100.9054,
"IRL","CPI","TOT","IDX2015","A","2009",96.38674,
"IRL","CPI","TOT","IDX2015","A","2010",95.49796,
"IRL","CPI","TOT","IDX2015","A","2011",97.94003,
"IRL","CPI","TOT","IDX2015","A","2012",99.6013,
"IRL","CPI","TOT","IDX2015","A","2013",100.108,
"IRL","CPI","TOT","IDX2015","A","2014",100.2907,
"IRL","CPI","TOT","IDX2015","A","2015",100,
"IRL","CPI","TOT","IDX2015","A","2016",100.0083,
"IRL","CPI","TOT","IDX2015","A","2017",100.3489,
"ITA","CPI","TOT","IDX2015","A","1993",60.76847,
"ITA","CPI","TOT","IDX2015","A","1994",63.23071,
"ITA","CPI","TOT","IDX2015","A","1995",66.54111,
"ITA","CPI","TOT","IDX2015","A","1996",69.2074,
"ITA","CPI","TOT","IDX2015","A","1997",70.62138,
"ITA","CPI","TOT","IDX2015","A","1998",72.00208,
"ITA","CPI","TOT","IDX2015","A","1999",73.19981,
"ITA","CPI","TOT","IDX2015","A","2000",75.05739,
"ITA","CPI","TOT","IDX2015","A","2001",77.14787,
"ITA","CPI","TOT","IDX2015","A","2002",79.0498,
"ITA","CPI","TOT","IDX2015","A","2003",81.16246,
"ITA","CPI","TOT","IDX2015","A","2004",82.9535,
"ITA","CPI","TOT","IDX2015","A","2005",84.60037,
"ITA","CPI","TOT","IDX2015","A","2006",86.36923,
"ITA","CPI","TOT","IDX2015","A","2007",87.94956,
"ITA","CPI","TOT","IDX2015","A","2008",90.89397,
"ITA","CPI","TOT","IDX2015","A","2009",91.59818,
"ITA","CPI","TOT","IDX2015","A","2010",92.99553,
"ITA","CPI","TOT","IDX2015","A","2011",95.5814,
"ITA","CPI","TOT","IDX2015","A","2012",98.48837,
"ITA","CPI","TOT","IDX2015","A","2013",99.68993,
"ITA","CPI","TOT","IDX2015","A","2014",99.93023,
"ITA","CPI","TOT","IDX2015","A","2015",99.96899,
"ITA","CPI","TOT","IDX2015","A","2016",99.875,
"ITA","CPI","TOT","IDX2015","A","2017",101.1,
"JPN","CPI","TOT","IDX2015","A","1993",97.05833,
"JPN","CPI","TOT","IDX2015","A","1994",97.73333,
"JPN","CPI","TOT","IDX2015","A","1995",97.60833,
"JPN","CPI","TOT","IDX2015","A","1996",97.74167,
"JPN","CPI","TOT","IDX2015","A","1997",99.45,
"JPN","CPI","TOT","IDX2015","A","1998",100.1083,
"JPN","CPI","TOT","IDX2015","A","1999",99.76667,
"JPN","CPI","TOT","IDX2015","A","2000",99.09167,
"JPN","CPI","TOT","IDX2015","A","2001",98.35833,
"JPN","CPI","TOT","IDX2015","A","2002",97.45,
"JPN","CPI","TOT","IDX2015","A","2003",97.2,
"JPN","CPI","TOT","IDX2015","A","2004",97.19167,
"JPN","CPI","TOT","IDX2015","A","2005",96.91666,
"JPN","CPI","TOT","IDX2015","A","2006",97.15833,
"JPN","CPI","TOT","IDX2015","A","2007",97.21667,
"JPN","CPI","TOT","IDX2015","A","2008",98.55833,
"JPN","CPI","TOT","IDX2015","A","2009",97.225,
"JPN","CPI","TOT","IDX2015","A","2010",96.525,
"JPN","CPI","TOT","IDX2015","A","2011",96.26667,
"JPN","CPI","TOT","IDX2015","A","2012",96.21667,
"JPN","CPI","TOT","IDX2015","A","2013",96.55,
"JPN","CPI","TOT","IDX2015","A","2014",99.21667,
"JPN","CPI","TOT","IDX2015","A","2015",100,
"JPN","CPI","TOT","IDX2015","A","2016",99.88333,
"JPN","CPI","TOT","IDX2015","A","2017",100.35,
"KOR","CPI","TOT","IDX2015","A","1993",49.36708,
"KOR","CPI","TOT","IDX2015","A","1994",52.46033,
"KOR","CPI","TOT","IDX2015","A","1995",54.81092,
"KOR","CPI","TOT","IDX2015","A","1996",57.51025,
"KOR","CPI","TOT","IDX2015","A","1997",60.06317,
"KOR","CPI","TOT","IDX2015","A","1998",64.57592,
"KOR","CPI","TOT","IDX2015","A","1999",65.10091,
"KOR","CPI","TOT","IDX2015","A","2000",66.57166,
"KOR","CPI","TOT","IDX2015","A","2001",69.27875,
"KOR","CPI","TOT","IDX2015","A","2002",71.19258,
"KOR","CPI","TOT","IDX2015","A","2003",73.69492,
"KOR","CPI","TOT","IDX2015","A","2004",76.341,
"KOR","CPI","TOT","IDX2015","A","2005",78.4435,
"KOR","CPI","TOT","IDX2015","A","2006",80.20208,
"KOR","CPI","TOT","IDX2015","A","2007",82.23508,
"KOR","CPI","TOT","IDX2015","A","2008",86.07858,
"KOR","CPI","TOT","IDX2015","A","2009",88.4515,
"KOR","CPI","TOT","IDX2015","A","2010",91.05125,
"KOR","CPI","TOT","IDX2015","A","2011",94.71684,
"KOR","CPI","TOT","IDX2015","A","2012",96.7885,
"KOR","CPI","TOT","IDX2015","A","2013",98.04808,
"KOR","CPI","TOT","IDX2015","A","2014",99.29792,
"KOR","CPI","TOT","IDX2015","A","2015",99.99917,
"KOR","CPI","TOT","IDX2015","A","2016",100.9708,
"KOR","CPI","TOT","IDX2015","A","2017",102.9342,
"LUX","CPI","TOT","IDX2015","A","1993",65.25822,
"LUX","CPI","TOT","IDX2015","A","1994",66.69048,
"LUX","CPI","TOT","IDX2015","A","1995",67.93605,
"LUX","CPI","TOT","IDX2015","A","1996",68.74032,
"LUX","CPI","TOT","IDX2015","A","1997",69.68035,
"LUX","CPI","TOT","IDX2015","A","1998",70.34828,
"LUX","CPI","TOT","IDX2015","A","1999",71.06949,
"LUX","CPI","TOT","IDX2015","A","2000",73.30872,
"LUX","CPI","TOT","IDX2015","A","2001",75.26154,
"LUX","CPI","TOT","IDX2015","A","2002",76.82253,
"LUX","CPI","TOT","IDX2015","A","2003",78.39727,
"LUX","CPI","TOT","IDX2015","A","2004",80.14214,
"LUX","CPI","TOT","IDX2015","A","2005",82.13583,
"LUX","CPI","TOT","IDX2015","A","2006",84.32584,
"LUX","CPI","TOT","IDX2015","A","2007",86.27583,
"LUX","CPI","TOT","IDX2015","A","2008",89.21083,
"LUX","CPI","TOT","IDX2015","A","2009",89.53917,
"LUX","CPI","TOT","IDX2015","A","2010",91.575,
"LUX","CPI","TOT","IDX2015","A","2011",94.69833,
"LUX","CPI","TOT","IDX2015","A","2012",97.22,
"LUX","CPI","TOT","IDX2015","A","2013",98.90583,
"LUX","CPI","TOT","IDX2015","A","2014",99.5275,
"LUX","CPI","TOT","IDX2015","A","2015",100,
"LUX","CPI","TOT","IDX2015","A","2016",100.2908,
"LUX","CPI","TOT","IDX2015","A","2017",102.0267,
"MEX","CPI","TOT","IDX2015","A","1993",15.30691,
"MEX","CPI","TOT","IDX2015","A","1994",16.37316,
"MEX","CPI","TOT","IDX2015","A","1995",22.10365,
"MEX","CPI","TOT","IDX2015","A","1996",29.70253,
"MEX","CPI","TOT","IDX2015","A","1997",35.82886,
"MEX","CPI","TOT","IDX2015","A","1998",41.53582,
"MEX","CPI","TOT","IDX2015","A","1999",48.4248,
"MEX","CPI","TOT","IDX2015","A","2000",53.02106,
"MEX","CPI","TOT","IDX2015","A","2001",56.3973,
"MEX","CPI","TOT","IDX2015","A","2002",59.2345,
"MEX","CPI","TOT","IDX2015","A","2003",61.92784,
"MEX","CPI","TOT","IDX2015","A","2004",64.83127,
"MEX","CPI","TOT","IDX2015","A","2005",67.41678,
"MEX","CPI","TOT","IDX2015","A","2006",69.86364,
"MEX","CPI","TOT","IDX2015","A","2007",72.63503,
"MEX","CPI","TOT","IDX2015","A","2008",76.35756,
"MEX","CPI","TOT","IDX2015","A","2009",80.4025,
"MEX","CPI","TOT","IDX2015","A","2010",83.74461,
"MEX","CPI","TOT","IDX2015","A","2011",86.5981,
"MEX","CPI","TOT","IDX2015","A","2012",90.15859,
"MEX","CPI","TOT","IDX2015","A","2013",93.59038,
"MEX","CPI","TOT","IDX2015","A","2014",97.35142,
"MEX","CPI","TOT","IDX2015","A","2015",100,
"MEX","CPI","TOT","IDX2015","A","2016",102.8217,
"MEX","CPI","TOT","IDX2015","A","2017",109.0336,
"NLD","CPI","TOT","IDX2015","A","1993",64.4362,
"NLD","CPI","TOT","IDX2015","A","1994",66.24139,
"NLD","CPI","TOT","IDX2015","A","1995",67.51537,
"NLD","CPI","TOT","IDX2015","A","1996",68.9425,
"NLD","CPI","TOT","IDX2015","A","1997",70.39667,
"NLD","CPI","TOT","IDX2015","A","1998",71.77583,
"NLD","CPI","TOT","IDX2015","A","1999",73.32417,
"NLD","CPI","TOT","IDX2015","A","2000",75.055,
"NLD","CPI","TOT","IDX2015","A","2001",78.17416,
"NLD","CPI","TOT","IDX2015","A","2002",80.74416,
"NLD","CPI","TOT","IDX2015","A","2003",82.43333,
"NLD","CPI","TOT","IDX2015","A","2004",83.475,
"NLD","CPI","TOT","IDX2015","A","2005",84.88416,
"NLD","CPI","TOT","IDX2015","A","2006",85.81917,
"NLD","CPI","TOT","IDX2015","A","2007",87.20417,
"NLD","CPI","TOT","IDX2015","A","2008",89.3725,
